Li,status,p_tip_x,p_tip_y,p_tip_z,deltau0_x,deltau0_y,deltau0_z,z_error,fingerprint
0,0,0,0,0,0,0,0,0,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=0;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
10,0,0.0047223956665624414,-0.00074312340951313699,9.9999984764475585,-2.0125932430268786e-10,-1.2789614051425698e-09,-2.5101011409253894e-24,-1.5235524415402324e-06,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=10;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
20,0,0.018606094553876251,-0.0029278835177712079,19.999988085200275,-1.5737717708447496e-09,-1.0000994301019194e-08,-1.5521632442519938e-23,-1.1914799724621616e-05,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=20;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
30,0,0.018606094553876251,-0.0029278835177712079,29.999988085200272,-1.5737717708447496e-09,-1.0000994301019194e-08,-1.5521632442519938e-23,-1.191479972817433e-05,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=30;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
40,0,0.0020366072131426599,-0.056416240273291333,39.999952161264964,-3.0425197713593007e-08,-1.0634728287159804e-09,-2.6185092134350398e-15,-4.7838735035554691e-05,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=40;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
50,0,-0.10105682403729788,-0.38921460220199888,49.998240819189142,-4.4069783495996017e-07,1.2602974285562119e-07,-1.6761887324346551e-14,-0.0017591808108576856,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=50;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
60,0,-0.2268478363576259,-0.79528357003853034,59.993542976012186,-1.3228315112863678e-06,3.9929487181450811e-07,-3.0876672766781423e-14,-0.0064570239878136704,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=60;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
70,0,-0.37507578784146373,-1.2737817630872685,69.985291001070209,-2.7337549824486271e-06,8.3636715696759583e-07,-4.494057065537731e-14,-0.014708998929791051,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=70;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
80,0,-0.54537750888920644,-1.8235368292639336,79.972946193713824,-4.7279215881622899e-06,1.4541150117144663e-06,-5.8929210220525181e-14,-0.027053806286176041,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=80;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
90,0,-0.73727787285586921,-2.4430150056075135,89.956008246098506,-7.356638776918227e-06,2.2684323217721675e-06,-7.2816281703003095e-14,-0.043991753901494235,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=90;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
